ID,Name,Research
5037,Otherworldly Music Box (Plantera),1
5038,Otherworldly Music Box (Jungle),1
5039,Otherworldly Music Box (Wall of Flesh),1
5040,Otherworldly Music Box (Hallow),1
5041,Carton of Milk,5
5042,Coffee,5
5043,Torch God's Favor,1
5044,Music Box (Journey's End),1
5045,Plaguebringer's Skull,1
5046,Plaguebringer's Cloak,1
5047,Plaguebringer's Treads,1
5048,Wandering Jingasa,1
5049,Wandering Yukata,1
5050,Wandering Geta,1
5051,Timeless Traveler's Hood,1
5052,Timeless Traveler's Cloak,1
5053,Timeless Traveler's Footwear,1
5054,Floret Protector Helmet,1
5055,Floret Protector Shirt,1
5056,Floret Protector Pants,1
5057,Capricorn Helmet,1
5058,Capricorn Chestplate,1
5059,Capricorn Hooves,1
5060,Capricorn Tail,1
5061,Video Visage,1
5062,Lazer Blazer,1
5063,Pinstripe Pants,1
5064,Lavaproof Tackle Bag,1
5065,Resonance Scepter,1
5066,Bee Hive,5
5067,Antlion Eggs,5
5068,Flinx Fur Coat,1
5069,Flinx Staff,1
5070,Flinx Fur,15
5071,Royal Tiara,1
5072,Royal Blouse,1
5073,Royal Dress,1
5074,Spinal Tap,1
5075,Rainbow Cursor,1
5076,Royal Scepter,1
5077,Glass Slipper,1
5078,Prince Uniform,1
5079,Prince Pants,1
5080,Prince Cape,1
5081,Potted Crystal Fern,1
5082,Potted Crystal Spiral,1
5083,Potted Crystal Teardrop,1
5084,Potted Crystal Tree,1
5085,Princess 64,1
5086,Painting of a Lass,1
5087,Dark Side of the Hallow,1
5088,Bernie's Button,1
5089,Glommer's Flower,1
5090,Deerclops Eyeball,1
5091,Monster Meat,1
5092,Monster Lasagna,5
5093,Froggle Bunwich,5
5094,Tentacle Spike,1
5095,Lucy the Axe,1
5096,Ham Bat,1
5097,Bat Bat,1
5098,Eye Bone,1
5099,Garland,1
5100,Bone Helm,1
5101,Eyebrella,1
5102,Gentleman's Vest,1
5103,Gentleman's Trousers,1
5104,Gentleman's Beard,1
5105,Gentleman's Long Beard,1
5106,Gentleman's Magnificent Beard,1
5107,Magiluminescence,1
5108,Deerclops Trophy,1
5109,Deerclops Mask,1
5110,Deerclops Relic,1
5111,Treasure Bag (Deerclops),3
5112,Music Box (Deerclops),1
5113,Radio Thing,1
5114,Abigail's Flower,1
5115,Firestarter's Sweater,1
5116,Firestarter's Skirt,1
5117,Pew-matic Horn,1
5118,Weather Pain,1
5119,Houndius Shootius,1
5120,Deer Thing,3
5121,The Gentleman Scientist,1
5122,The Firestarter,1
5123,The Bereaved,1
5124,The Strongman,1
5125,Fart Kart,1
5126,Hand Of Creation,1
5127,Neon Moss,25
5128,Helium Moss,25
5129,Flymeal,1
5130,Lilith's Necklace,1
5131,Resplendent Dessert,1
5132,Stinkbug,5
5133,Stinkbug Cage,1
5134,Terraformer,1
5135,Venom Dart Trap,5
5136,Vulkelf Ears,1
5137,Stinkbug Blocker,1
5138,Ghostly Stinkbug Blocker,1
5139,Fishing Bobber,1
5140,Glowing Fishing Bobber,1
5141,Lava Moss Fishing Bobber,1
5142,Krypton Moss Fishing Bobber,1
5143,Xenon Moss Fishing Bobber,1
5144,Argon Moss Fishing Bobber,1
5145,Neon Moss Fishing Bobber,1
5146,Helium Moss Fishing Bobber,1
5147,Wand of Frosting,1
5148,Reef Bathtub,1
5149,Reef Bed,1
5150,Reef Bookcase,1
5151,Reef Dresser,1
5152,Reef Candelabra,1
5153,Reef Candle,1
5154,Reef Chair,1
5155,Reef Chandelier,1
5156,Reef Chest,1
5157,Reef Clock,1
5158,Reef Door,1
5159,Reef Lamp,1
5160,Reef Lantern,1
5161,Reef Piano,1
5162,Reef Platform,200
5163,Reef Sink,1
5164,Reef Sofa,1
5165,Reef Table,1
5166,Reef Work Bench,1
5167,Trapped Reef Chest,1
5168,Reef Toilet,1
5169,Balloon Bathtub,1
5170,Balloon Bed,1
5171,Balloon Bookcase,1
5172,Balloon Dresser,1
5173,Balloon Candelabra,1
5174,Balloon Candle,1
5175,Balloon Chair,1
5176,Balloon Chandelier,1
5177,Balloon Chest,1
5178,Balloon Clock,1
5179,Balloon Door,1
5180,Balloon Lamp,1
5181,Balloon Lantern,1
5182,Balloon Piano,1
5183,Balloon Platform,200
5184,Balloon Sink,1
5185,Balloon Sofa,1
5186,Balloon Table,1
5187,Balloon Work Bench,1
5188,Trapped Balloon Chest,1
5189,Balloon Toilet,1
5190,Ash Wood Bathtub,1
5191,Ash Wood Bed,1
5192,Ash Wood Bookcase,1
5193,Ash Wood Dresser,1
5194,Ash Wood Candelabra,1
5195,Ash Wood Candle,1
5196,Ash Wood Chair,1
5197,Ash Wood Chandelier,1
5198,Ash Wood Chest,1
5199,Ash Wood Clock,1
5200,Ash Wood Door,1
5201,Ash Wood Lamp,1
5202,Ash Wood Lantern,1
5203,Ash Wood Piano,1
5204,Ash Wood Platform,200
5205,Ash Wood Sink,1
5206,Ash Wood Sofa,1
5207,Ash Wood Table,1
5208,Ash Wood Work Bench,1
5209,Trapped Ash Wood Chest,1
5210,Ash Wood Toilet,1
5211,Biome Sight Potion,20
5212,Scarlet Macaw,5
5213,Scarlet Macaw Cage,1
5214,Ash Grass Seeds,25
5215,Ash Wood,100
5216,Ash Wood Wall,400
5217,Ash Wood Fence,400
5218,Outcast,1
5219,Fairy Guides,1
5220,A Horrible Night for Alchemy,1
5221,Morning Hunt,1
5222,Suspiciously Sparkly,1
5223,Requiem,1
5224,Cat Sword,1
5225,Kargoh's Summon,1
5226,High Pitch,1
5227,A Machine for Terrarians,1
5228,Terra Blade Chronicles,1
5229,Benny Warhol,1
5230,Lizard King,1
5231,My Son,1
5232,Duality,1
5233,Parsec Pals,1
5234,Remnants of Devotion,1
5235,Not So Lost In Paradise,1
5236,Ocular Resonance,1
5237,Wings of Evil,1
5238,Constellation,1
5239,Eyezorhead,1
5240,Dread of the Red Sea,1
5241,Do Not Eat the Vile Mushroom!,1
5242,"Yuuma, The Blue Tiger",1
5243,Moonman & Company,1
5244,Sunshine of Israpony,1
5245,Purity,1
5246,Sufficiently Advanced,1
5247,Strange Growth,1
5248,Happy Little Tree,1
5249,Strange Dead Fellows,1
5250,Secrets,1
5251,Thunderbolt,1
5252,Crustography,1
5253,The Werewolf,1
5254,Blessing from the Heavens,1
5255,Love is in the Trash Slot,1
5256,Fangs,1
5257,Hail to the King,1
5258,See The World For What It Is,1
5259,What Lurks Below,1
5260,This Is Getting Out Of Hand,1
5261,Buddies,1
5262,Midnight Sun,1
5263,Couch Gag,1
5264,Silent Fish,1
5265,The Duke,1
5266,Royal Romance,1
5267,Bioluminescence,1
5268,Wildflowers,1
5269,Viking Voyage,1
5270,Bifrost,1
5271,Heartlands,1
5272,Forest Troll,1
5273,Aurora Borealis,1
5274,Lady Of The Lake,1
5275,Joja Cola,5
5276,Stardrop,1
5277,Spicy Pepper,5
5278,Pomegranate,5
5279,Ash Wood Helmet,1
5280,Ash Wood Breastplate,1
5281,Ash Wood Greaves,1
5282,Ash Wood Bow,1
5283,Ash Wood Hammer,1
5284,Ash Wood Sword,1
5285,Moon Globe,1
5286,Repaired Life Crystal,10
5287,Repaired Mana Crystal,10
5288,Terra Fart Kart,1
5289,Minecart Upgrade Kit,1
5290,Jim's Cap,1
5291,Echo Wall,400
5292,Echo Platform,200
5293,Mushroom Torch,100
5294,Hive-Five,1
5295,Axe of Regrowth,1
5296,Chlorophyte Extractinator,1
5297,Blue Chicken Egg,1
5298,Trimarang,1
5299,Mushroom Campfire,1
5300,Blue Macaw,5
5301,Blue Macaw Cage,1
5302,Bottomless Honey Bucket,1
5303,Honey Absorbant Sponge,1
5304,Ultra Absorbant Sponge,1
5305,Goblorc Ears,1
5306,Reef Block,100
5307,Reef Wall,400
5308,r/Terraria,1
5309,Guide to Environmental Preservation,1
5310,Princess Style,1
5311,Toucan,5
5312,Yellow Cockatiel,5
5313,Gray Cockatiel,5
5314,Toucan Cage,1
5315,Yellow Cockatiel Cage,1
5316,Gray Cockatiel Cage,1
5317,Macaw Statue,1
5318,Toucan Statue,1
5319,Cockatiel Statue,1
5320,Decorative Healing Potion,30
5321,Decorative Mana Potion,30
5322,Shadow Candle,1
5323,Guide to Peaceful Coexistence,1
5324,Rubblemaker (Small),1
5325,Closed Void Bag,1
5326,Artisan Loaf,1
5327,TNT Barrel,5
5328,Chest Lock,5
5329,Rubblemaker (Medium),1
5330,Rubblemaker (Large),1
5331,Bundle of Horseshoe Balloons,1
5332,Spiffo Plush,1
5333,Glow Tulip,1
5334,Ocram's Razor,3
5335,Rod of Harmony,1
5336,Advanced Combat Techniques: Volume Two,1
5337,Vital Crystal,1
5338,Aegis Fruit,1
5339,Arcane Crystal,1
5340,Galaxy Pearl,1
5341,Gummy Worm,1
5342,Ambrosia,1
5343,Peddler's Satchel,1
5344,Echo Coating,100
5345,Echo Chamber,1
5346,Gas Trap,1
5347,Aether Monolith,1
5348,Shimmer Arrow,99
5349,Aetherium Block,50
5350,Faeling,5
5351,Faeling in a Bottle,1
5352,Shimmer Slime Banner,1
5353,Aether Torch,100
5354,Reflective Shades,1
5355,Chromatic Cloak,1
5356,Used Gas Trap,1
5357,Aether Campfire,1
5358,Shellphone (Home),1
5359,Shellphone (Spawn),1
5360,Shellphone (Ocean),1
5361,Shellphone (Underworld),1
5362,Music Box (Aether),1
5363,Infested Spider Wall,400
5364,Bottomless Shimmer Bucket,1
5365,Cursed Blue Brick Wall,400
5366,Cursed Blue Slab Wall,400
5367,Cursed Blue Tiled Wall,400
5368,Cursed Pink Brick Wall,400
5369,Cursed Pink Slab Wall,400
5370,Cursed Pink Tiled Wall,400
5371,Cursed Green Brick Wall,400
5372,Cursed Green Slab Wall,400
5373,Cursed Green Tiled Wall,400
5374,Treacherous Sandstone Wall,400
5375,Treacherous Hardened Sand Wall,400
5376,Forbidden Lihzahrd Brick Wall,400
5377,Spelunker Flare,99
5378,Cursed Flare,99
5379,Rainbow Flare,99
5380,Shimmer Flare,99
5381,Enchanted Moondial,1
5382,Waffle's Iron,1
5383,Bouncy Boulder,5
5384,Life Crystal Boulder,5
5385,Dizzy's Rare Gecko Chester,1
5386,Raynbro's Hoodie,1
5387,Raynbro's Pants,1
5388,Eye of the Sun,1
5389,Cheesy Pizza Poster,1
5390,Raynbro's Hood,1
5391,Uncumbering Stone,1
5392,Yellow Solution,99
5393,White Solution,99
5394,Brown Solution,99
5395,Poo,100
5396,Poo Wall,400
5397,Aetherium Wall,200
5398,Aetherium Brick,50
5399,Aetherium Brick Wall,200
5400,The Dirtiest Block,1
5401,Lunar Rust Brick,100
5402,Dark Celestial Brick,100
5403,Astra Brick,100
5404,Cosmic Ember Brick,100
5405,Cryocore Brick,100
5406,Mercury Brick,100
5407,Star Royale Brick,100
5408,Heavenforge Brick,100
5409,Lunar Rust Brick Wall,400
5410,Dark Celestial Brick Wall,400
5411,Astra Brick Wall,400
5412,Cosmic Ember Brick Wall,400
5413,Cryocore Brick Wall,400
5414,Mercury Brick Wall,400
5415,Star Royale Brick Wall,400
5416,Heavenforge Brick Wall,400
5417,Ancient Blue Brick,100
5418,Ancient Blue Brick Wall,400
5419,Ancient Green Brick,100
5420,Ancient Green Brick Wall,400
5421,Ancient Pink Brick,100
5422,Ancient Pink Brick Wall,400
5423,Ancient Gold Brick,100
5424,Ancient Gold Brick Wall,400
5425,Ancient Silver Brick,100
5426,Ancient Silver Brick Wall,400
5427,Ancient Copper Brick,100
5428,Ancient Copper Brick Wall,400
5429,Ancient Cobalt Brick,100
5430,Ancient Cobalt Brick Wall,400
5431,Ancient Mythril Brick,100
5432,Ancient Mythril Brick Wall,400
5433,Ancient Obsidian Brick,100
5434,Ancient Obsidian Brick Wall,400
5435,Ancient Hellstone Brick,100
5436,Ancient Hellstone Brick Wall,400
5437,Shellphone,1
5438,Fertilizer,30
5439,Lava Moss Brick,100
5440,Argon Moss Brick,100
5441,Krypton Moss Brick,100
5442,Xenon Moss Brick,100
5443,Neon Moss Brick,100
5444,Helium Moss Brick,100
5445,Lava Moss Brick Wall,400
5446,Argon Moss Brick Wall,400
5447,Krypton Moss Brick Wall,400
5448,Xenon Moss Brick Wall,400
5449,Neon Moss Brick Wall,400
5450,Helium Moss Brick Wall,400
5451,Kwad Racer Drone,1
5452,FPV Goggles,1
5453,Guide to Critter Companionship (Inactive),1
5454,Guide to Environmental Preservation (Inactive),1
5455,Guide to Peaceful Coexistence (Inactive),1
5456,Mushroom Staff,1
5457,The Beheaded's Head,1
5458,The Beheaded's Cuirass,1
5459,The Beheaded's Trousers,1
5460,Barrel Launcher,1
5461,Killing Deck,1
5462,Flint,1
5463,Barnacle Staff,1
5464,Mitey-Titey,1
5465,Ram Rune,1
5466,Swarm Grenade,1
5467,Replica Demon Altar,1
5468,Replica Crimson Altar,1
5469,Replica Shadow Orb,1
5470,Replica Crimson Heart,1
5471,Decorative Cobweb,50
5472,Item Flask,1
5473,Cobwhip,1
5474,Soulscourge,1
5475,Vasculash,1
5476,Starcrash,1
5477,Vulgar Display of Flower,1
5478,Electric Eel,1
5479,Constellation,1
5480,Possession,1
5481,Portable Kiln,1
5482,Alchemy Flask,1
5483,Queen of Bees,1
5484,Cow Bell,1
5485,Chicken Charm,1
5486,The Sea of Silence,1
5487,Heroes From Another World,1
5488,Crystallize,1
5489,Eater Of Life,1
5490,Brasilian Skies,1
5491,Winter At Varingskollen,1
5492,Magic Shimmer Dropper,1
5493,Shimmerfall Block,100
5494,Shimmerfall Wall,400
5495,Shimmer Gun,1
5496,Jungle Juice,30
5497,Pink Banner,1
5498,White Banner,1
5499,Froggy Neckband,1
5500,Goat's Tuft,1
5501,Old Companion Locket,1
5502,Cat Chime,1
5503,Dog Collar,1
5504,Turkey Wattle Necklace,1
5505,Mean Goblin's Spikes,1
5506,Crow's Beak,1
5507,Balloony Beads,1
5508,Grim Old Barb,1
5509,Vampire Pendant,1
5510,Slasher's Mysterious Skull,1
5511,Pufferfish,5
5512,Pufferfish Cage,1
5513,Puffer Shrimp,1
5514,Rainbow Boulder,5
5515,Moon Lord Torso,1
5516,Poo Boulder,5
5517,Faecorn,1
5518,Infused Fertilizer,30
5519,Axearang,1
5520,Lava Boulder,5
5521,Spider Boulder,5
5522,Ghoulder,5
5523,Friendly Boulder,1
5524,Chlorophyte Visor,1
5525,Cursed Piper Flute,1
5526,Flairon,1
5527,Of Sea and Dreams,1
5528,The Runic Pixie,1
5529,Banner of the Beast,1
5530,Stickman vs Terr Terr,1
5531,Cozy Window,1
5532,Demon Altar,1
5533,Crimson Altar,1
5534,Fairy Choker,1
5535,Pink Phaseblade,1
5536,Pink Phasesaber,1
5537,Blackened Fish,5
5538,Music Box (Queen Bee),1
5539,Music Box (The Twins),1
5540,Magic String,1
5541,Magic Yoyo Bag,1
5542,Freeze Bomb,99
5543,Stress Ball,1
5544,Cloud Platform,200
5545,Overgrown Living Wood Wall,400
5546,Natural Dirt Wall,400
5547,Strung Counterweight,1
5548,Aetherium Bathtub,1
5549,Aetherium Bed,1
5550,Aetherium Bookcase,1
5551,Aetherium Dresser,1
5552,Aetherium Candelabra,1
5553,Aetherium Candle,1
5554,Aetherium Chair,1
5555,Aetherium Chandelier,1
5556,Aetherium Chest,1
5557,Aetherium Clock,1
5558,Aetherium Door,1
5559,Aetherium Lamp,1
5560,Aetherium Lantern,1
5561,Aetherium Piano,1
5562,Aetherium Platform,200
5563,Aetherium Sink,1
5564,Aetherium Sofa,1
5565,Aetherium Table,1
5566,Aetherium Work Bench,1
5567,Trapped Aetherium Chest,1
5568,Aetherium Toilet,1
5569,Lava Cloud,100
5570,Star Cloud,100
5571,Rainbow Cloud,100
5572,Mud Ball,100
5573,Torch God's Flavor,20
5574,Lucky Clover,1
5575,Wilted Clover,1
5576,Raven Feather,1
5577,Pretty Mirror,99
5578,Music Box (King Slime),1
5579,Music Box (Alt Queen Bee),1
5580,Music Box (Lunatic Cultist),1
5581,Music Box (Skeletron Prime),1
5582,Music Box (The Destroyer),1
5583,Chicken Bones' Visor,1
5584,Chicken Bones' Vest,1
5585,Chicken Bones' Pants,1
5586,Chicken Bones' Wings,1
5587,Chicken Bones' Robe,1
5588,Prospector Helmet,1
5589,Prospector Shirt,1
5590,Prospector Pants,1
5591,Captain Hat,1
5592,Captain Vest,1
5593,Captain Pants,1
5594,Power Bomb,99
5595,Sticky Power Bomb,99
5596,Welding Mask,1
5597,Amulet of the Night,1
5598,CRT Monolith,1
5599,Retro Monolith,1
5600,Blue Roller Skates,1
5601,Fallen Star Bathtub,1
5602,Fallen Star Bed,1
5603,Fallen Star Bookcase,1
5604,Fallen Star Dresser,1
5605,Fallen Star Candelabra,1
5606,Fallen Star Candle,1
5607,Fallen Star Chair,1
5608,Fallen Star Chandelier,1
5609,Fallen Star Chest,1
5610,Fallen Star Clock,1
5611,Fallen Star Door,1
5612,Fallen Star Lamp,1
5613,Fallen Star Lantern,1
5614,Fallen Star Piano,1
5615,Fallen Star Platform,200
5616,Fallen Star Sink,1
5617,Fallen Star Sofa,1
5618,Fallen Star Table,1
5619,Fallen Star Work Bench,1
5620,Trapped Fallen Star Chest,1
5621,Fallen Star Toilet,1
5622,Fallen Star Block,100
5623,Fallen Star Wall,400
5624,Chippy's Helmet,1
5625,Chippy's Chestplate,1
5626,Chippy's Greaves,1
5627,Chippy's Cloak,1
5628,Chippy's Headband,1
5629,Acorn Slingshot,1
5630,r/Terraria 2023,1
5631,Bould and Bash,1
5632,Dark Forebodings,1
5633,Oktober,1
5634,It's Scragglin' Time,1
5635,Kaguya,1
5636,Prost,1
5637,Music Box (Eater of Worlds),1
5638,Music Box (Torch God),1
5639,Music Box (Alt Torch God),1
5640,Green Roller Skates,1
5641,Classic Roller Skates,1
5642,Party Roller Skates,1
5643,Rainbow Glowstick,100
5644,Scrying Orb,1
5645,Rock Candy,5
5646,Blue Bikini Top,1
5647,Blue Bikini Bottom,1
5648,Red Swimsuit,1
5649,Green Swimshorts,1
5650,Gray Swimshorts,1
5651,Orca Banner,1
5652,Underworld Pylon,1
5653,Aether Pylon,1
5654,Friendly Rainbow Boulder,1
5655,Film Projector,1
5656,Heroicis' Hat,1
5657,Heroicis' Coat,1
5658,Heroicis' Pants,1
5659,Heroicis' Wings,1
5660,Hallowed Crown,1
5661,Heroicis' Wings (Inactive),1
5662,Enchanted Pixie Dust,1
5663,Cattiva,1
5664,Foxparks,1
5665,Chillet,1
5666,Chillet Ignis,1
5667,Digtoise,1
5669,True Copper Shortsword,1
5670,Rainbow Phaseblade,1
5671,Rainbow Phasesaber,1
5672,Librarian Skeleton Banner,1
5673,Water Bolt Mimic Banner,1
5674,Dull Red Team Block,100
5675,Dull Green Team Block,100
5676,Dull Blue Team Block,100
5677,Dull Yellow Team Block,100
5678,Dull Pink Team Block,100
5679,Dull White Team Block,100
5680,Lilac Dusk Hairclip,1
5681,Lilac Dusk Dress,1
5682,Lilac Dusk Skirt,1
5683,Kazzymodus' Hood,1
5684,Kazzymodus' Chestpiece,1
5685,Kazzymodus' Leggings,1
5686,Kazzymodus' Wings,1
5687,Slime Spear,1
5688,Slime Whip,1
5689,Feywood Bathtub,1
5690,Feywood Bed,1
5691,Feywood Bookcase,1
5692,Feywood Dresser,1
5693,Feywood Candelabra,1
5694,Feywood Candle,1
5695,Feywood Chair,1
5696,Feywood Chandelier,1
5697,Feywood Chest,1
5698,Feywood Clock,1
5699,Feywood Door,1
5700,Feywood Lamp,1
5701,Feywood Lantern,1
5702,Feywood Piano,1
5703,Feywood Platform,200
5704,Feywood Sink,1
5705,Feywood Sofa,1
5706,Feywood Table,1
5707,Feywood Work Bench,1
5708,Trapped Feywood Chest,1
5709,Feywood Toilet,1
5710,Feywood,100
5711,Feywood Wall,400
5712,Hallowed Bathtub,1
5713,Hallowed Bed,1
5714,Hallowed Bookcase,1
5715,Hallowed Dresser,1
5716,Hallowed Candelabra,1
5717,Hallowed Candle,1
5718,Hallowed Chair,1
5719,Hallowed Chandelier,1
5720,Fancy Hallowed Chest,1
5721,Hallowed Clock,1
5722,Hallowed Door,1
5723,Hallowed Lamp,1
5724,Hallowed Lantern,1
5725,Hallowed Piano,1
5726,Hallowed Platform,200
5727,Hallowed Sink,1
5728,Hallowed Sofa,1
5729,Hallowed Table,1
5730,Hallowed Work Bench,1
5731,Trapped Fancy Hallowed Chest,1
5732,Hallowed Toilet,1
5733,Hallowed Brick,100
5734,Hallowed Brick Wall,400
5735,Pal Metal Chestplate,1
5736,Pal Metal Leggings,1
5737,Chippy's Cloak (Inactive),1
5738,Wall Racer Car,1
5739,Gothic Bathtub,1
5740,Gothic Bed,1
5741,Gothic Dresser,1
5742,Gothic Candelabra,1
5743,Gothic Candle,1
5744,Gothic Chandelier,1
5745,Gothic Chest,1
5746,Gothic Clock,1
5747,Gothic Door,1
5748,Gothic Lamp,1
5749,Gothic Lantern,1
5750,Gothic Piano,1
5751,Gothic Platform,200
5752,Gothic Sink,1
5753,Gothic Sofa,1
5754,Trapped Gothic Chest,1
5755,Gothic Toilet,1
5756,Demonite Bathtub,1
5757,Demonite Bed,1
5758,Demonite Bookcase,1
5759,Demonite Candelabra,1
5760,Demonite Candle,1
5761,Demonite Chair,1
5762,Demonite Chandelier,1
5763,Demonite Chest,1
5764,Demonite Clock,1
5765,Demonite Door,1
5766,Demonite Dresser,1
5767,Demonite Lamp,1
5768,Demonite Lantern,1
5769,Demonite Piano,1
5770,Demonite Platform,200
5771,Demonite Sink,1
5772,Demonite Sofa,1
5773,Demonite Table,1
5774,Demonite Toilet,1
5775,Demonite Work Bench,1
5776,Trapped Demonite Chest,1
5777,Crimtane Bathtub,1
5778,Crimtane Bed,1
5779,Crimtane Bookcase,1
5780,Crimtane Candelabra,1
5781,Crimtane Candle,1
5782,Crimtane Chair,1
5783,Crimtane Chandelier,1
5784,Crimtane Chest,1
5785,Crimtane Clock,1
5786,Crimtane Door,1
5787,Crimtane Dresser,1
5788,Crimtane Lamp,1
5789,Crimtane Lantern,1
5790,Crimtane Piano,1
5791,Crimtane Platform,200
5792,Crimtane Sink,1
5793,Crimtane Sofa,1
5794,Crimtane Table,1
5795,Crimtane Toilet,1
5796,Crimtane Work Bench,1
5797,Trapped Crimtane Chest,1
5798,Snow Bathtub,1
5799,Snow Bed,1
5800,Snow Bookcase,1
5801,Snow Candelabra,1
5802,Snow Candle,1
5803,Snow Chair,1
5804,Snow Chandelier,1
5805,Snow Chest,1
5806,Snow Clock,1
5807,Snow Door,1
5808,Snow Dresser,1
5809,Snow Lamp,1
5810,Snow Lantern,1
5811,Snow Piano,1
5812,Snow Platform,200
5813,Snow Sink,1
5814,Snow Sofa,1
5815,Snow Table,1
5816,Snow Toilet,1
5817,Snow Work Bench,1
5818,Trapped Snow Chest,1
5819,Flinx Fur Bathtub,1
5820,Flinx Fur Bed,1
5821,Flinx Fur Bookcase,1
5822,Flinx Fur Candelabra,1
5823,Flinx Fur Candle,1
5824,Flinx Fur Chair,1
5825,Flinx Fur Chandelier,1
5826,Flinx Fur Chest,1
5827,Flinx Fur Clock,1
5828,Flinx Fur Door,1
5829,Flinx Fur Dresser,1
5830,Flinx Fur Lamp,1
5831,Flinx Fur Lantern,1
5832,Flinx Fur Piano,1
5833,Flinx Fur Platform,200
5834,Flinx Fur Sink,1
5835,Flinx Fur Sofa,1
5836,Flinx Fur Table,1
5837,Flinx Fur Toilet,1
5838,Flinx Fur Work Bench,1
5839,Trapped Flinx Fur Chest,1
5840,Pine Bathtub,1
5841,Pine Bed,1
5842,Pine Bookcase,1
5843,Pine Candelabra,1
5844,Pine Candle,1
5845,Pine Chandelier,1
5846,Pine Chest,1
5847,Pine Clock,1
5848,Pine Dresser,1
5849,Pine Lamp,1
5850,Pine Lantern,1
5851,Pine Piano,1
5852,Pine Platform,200
5853,Pine Sink,1
5854,Pine Sofa,1
5855,Pine Toilet,1
5856,Pine Work Bench,1
5857,Trapped Pine Chest,1
5858,Easter Bathtub,1
5859,Easter Bed,1
5860,Easter Bookcase,1
5861,Easter Candelabra,1
5862,Easter Candle,1
5863,Easter Chair,1
5864,Easter Chandelier,1
5865,Easter Chest,1
5866,Easter Clock,1
5867,Easter Door,1
5868,Easter Dresser,1
5869,Easter Lamp,1
5870,Easter Lantern,1
5871,Easter Piano,1
5872,Easter Platform,200
5873,Easter Sink,1
5874,Easter Sofa,1
5875,Easter Table,1
5876,Easter Toilet,1
5877,Easter Work Bench,1
5878,Trapped Easter Chest,1
5879,Stone Bathtub,1
5880,Stone Bed,1
5881,Stone Bookcase,1
5882,Stone Candelabra,1
5883,Stone Candle,1
5884,Stone Chair,1
5885,Stone Chandelier,1
5886,Stone Chest,1
5887,Stone Clock,1
5888,Stone Dresser,1
5889,Stone Lamp,1
5890,Stone Lantern,1
5891,Stone Piano,1
5892,Stone Sink,1
5893,Stone Sofa,1
5894,Stone Table,1
5895,Stone Toilet,1
5896,Stone Work Bench,1
5897,Trapped Stone Chest,1
5898,Jellyfish Bathtub,1
5899,Jellyfish Bed,1
5900,Jellyfish Bookcase,1
5901,Jellyfish Candelabra,1
5902,Jellyfish Candle,1
5903,Jellyfish Chair,1
5904,Jellyfish Chandelier,1
5905,Jellyfish Chest,1
5906,Jellyfish Clock,1
5907,Jellyfish Door,1
5908,Jellyfish Dresser,1
5909,Jellyfish Lamp,1
5910,Jellyfish Lantern,1
5911,Jellyfish Piano,1
5912,Jellyfish Platform,200
5913,Jellyfish Sink,1
5914,Jellyfish Sofa,1
5915,Jellyfish Table,1
5916,Jellyfish Toilet,1
5917,Jellyfish Work Bench,1
5918,Trapped Jellyfish Chest,1
5919,Pine Tree Wall,400
5920,Easter Block,100
5921,Easter Wall,400
5922,Gothic Brick,100
5923,Gothic Brick Wall,400
5924,Flinx Fur Block,100
5925,Flinx Fur Wall,400
5926,Jellyfish Block,100
5927,Jellyfish Wall,400
5928,Toybreaker Brick,100
5929,Remix,1
5930,Pine Wood,100
5931,Pine Wood Wall,400
5932,Harpy Bathtub,1
5933,Harpy Bed,1
5934,Harpy Bookcase,1
5935,Harpy Candelabra,1
5936,Harpy Candle,1
5937,Harpy Chair,1
5938,Harpy Chandelier,1
5939,Harpy Chest,1
5940,Harpy Clock,1
5941,Harpy Door,1
5942,Harpy Dresser,1
5943,Harpy Lamp,1
5944,Harpy Lantern,1
5945,Harpy Piano,1
5946,Harpy Platform,200
5947,Harpy Sink,1
5948,Harpy Sofa,1
5949,Harpy Table,1
5950,Harpy Toilet,1
5951,Harpy Work Bench,1
5952,Trapped Harpy Chest,1
5953,Harpy Block,100
5954,Harpy Wall,400
5955,Cloud Bathtub,1
5956,Cloud Bed,1
5957,Cloud Bookcase,1
5958,Cloud Candelabra,1
5959,Cloud Candle,1
5960,Cloud Chair,1
5961,Cloud Chandelier,1
5962,Cloud Chest,1
5963,Cloud Clock,1
5964,Cloud Door,1
5965,Cloud Dresser,1
5966,Cloud Lamp,1
5967,Cloud Lantern,1
5968,Cloud Piano,1
5969,Cloud Sink,1
5970,Cloud Sofa,1
5971,Cloud Table,1
5972,Cloud Toilet,1
5973,Cloud Work Bench,1
5974,Trapped Cloud Chest,1
5975,Duskware Bathtub,1
5976,Duskware Bed,1
5977,Duskware Bookcase,1
5978,Duskware Candelabra,1
5979,Duskware Candle,1
5980,Duskware Chair,1
5981,Duskware Chandelier,1
5982,Duskware Chest,1
5983,Duskware Clock,1
5984,Duskware Door,1
5985,Duskware Dresser,1
5986,Duskware Lamp,1
5987,Duskware Lantern,1
5988,Duskware Piano,1
5989,Duskware Platform,200
5990,Duskware Sink,1
5991,Duskware Sofa,1
5992,Duskware Table,1
5993,Duskware Toilet,1
5994,Duskware Work Bench,1
5995,Trapped Duskware Chest,1
5996,Moonplate Block,100
5997,Crescent Wall,400
